time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,79.28720823923747,159.52249908447266,-23.47875124613442,78.44158878622405,5.239354850570258,0,0
1979-01-03,91.56387440363567,178.83791542053223,-21.71458218892413,81.2817530536236,5.778715607317759,0,0
1979-01-04,96.23058414459229,172.0016657511393,-18.967917505900044,79.68850954014253,6.548237406788038,0,0
1979-01-05,98.70508368810017,134.47541681925455,-24.499583943684872,81.61757943613114,4.288679648851762,0,0
1979-01-06,97.40262333552043,150.54666455586752,-23.232499186197895,83.25909027218181,4.9584977412973625,0,0
1979-01-07,80.82975069681804,174.39166514078775,-20.356248601277645,82.86765166673148,3.377107325739836,0,0
1979-01-08,88.80462487538655,170.7491709391276,-20.24499867757159,82.54625947374267,5.0964301974363595,0,7.919999957084656e-4
1979-01-09,93.64358584086101,218.8720817565918,-14.705414835611956,81.22215754618263,5.702018177360565,0,0
1979-01-10,94.6124169031779,167.10833358764648,-20.759167098999,80.53774454451428,4.7312903300108555,0,0
1979-01-11,97.96583223342896,142.8370819091797,-24.070416514078754,73.7216567826458,2.687158239892875,0,0
1979-01-12,52.9564163684845,244.39125061035156,-15.122916285196917,84.51525071023245,2.70271182439447,0,0.02812399999704212
1979-01-13,74.95658254623413,264.3504168192546,-9.601253255208311,88.08334321742261,5.858067077866705,0,0.08359500020742416
1979-01-14,102.55729166666667,171.64041678110758,-18.66125081380206,82.51282775375374,7.423014201687243,0,0.014934999821707606
1979-01-15,90.25591786702473,163.36375045776367,-27.55333493550616,80.06833720205604,4.354362425207837,0,0.002613999992609024
1979-01-16,94.7522923151652,208.30833307902017,-17.620833460489887,84.87567324527012,2.538950206962658,0,0.007312000028323383
1979-01-17,104.29008388519287,228.2629165649414,-12.061251068115212,86.55652433161193,5.754854798158161,0,0.005895000052405521
1979-01-18,107.46174987157185,170.85291608174643,-18.876252237955708,85.1417159877152,3.469322528579475,0,1.2299999594688415e-4
1979-01-19,39.563791831334434,253.4862492879232,-11.6950007120768,89.91118103179963,6.122805624740076,0,0.046739999385899865
1979-01-20,60.88224983215332,281.3358332316081,-5.515416208902972,93.58348213704035,2.7179201512594333,0,0.0014099999677273443
1979-01-21,60.5214573542277,272.30250295003253,-5.32250061035154,91.89920152182354,4.700587889886691,0,1.119999960064888e-4
1979-01-22,101.45404275258382,217.40833473205566,-9.46666819254555,90.93333409603798,4.414267967415809,0,5.970000056549907e-4
1979-01-23,71.43737490971883,284.8866653442383,-4.859167480468727,90.98779716817452,4.119758238797434,0,0.11298900007270277
1979-01-24,94.50237369537354,245.29291661580405,-8.944164021809874,87.99073595209109,7.025466823994832,0,0.017927999889943747
1979-01-25,116.84683481852214,159.70999908447266,-19.40708198547361,85.8214605321077,5.247928902237498,0,0
1979-01-26,104.98066711425781,199.92874908447266,-14.496666971842425,83.90451118983061,3.2542015274808342,0,0.0100409996509552
1979-01-27,61.541749795277916,283.2150001525879,-5.054997507731097,91.73195608960386,2.987053345763668,0,0
1979-01-28,39.66929141680399,287.3799997965495,-4.343332672119118,90.73221262556113,4.350382488543632,0,0
1979-01-29,65.45041704177856,270.41083399454754,-6.747499847412087,89.31555249852626,4.218594039451201,0,0
1979-01-30,83.27358388900757,264.4075012207031,-8.58708546956378,86.33763537553557,3.2954622421080106,0,0
1979-01-31,70.04429213205974,259.15708033243817,-9.355834706624327,85.12526344346155,4.16047252757911,0,0
1979-02-01,106.67758293449879,238.3908322652181,-11.20833562215167,81.2138535045896,2.9083563768009317,0,3.300000028684735e-4
1979-02-02,57.362459659576416,248.33583323160806,-11.465416971842425,79.58107621542447,1.7735214926535148,0,6.310000037774443e-4
1979-02-03,61.26279157400131,226.97916666666666,-12.993744913736956,81.55327485075803,2.3222961845328256,0,0
1979-02-04,128.10662508010864,195.0195852915446,-16.67208328247068,81.88059916755373,7.274841221283728,0,6.029999908059836e-4
1979-02-05,103.16279045740764,165.33916759490967,-26.469583257039364,79.37402133689056,4.232991283948878,0,0
1979-02-06,59.935917258262634,252.97041447957358,-15.631248855590798,81.60524666020295,4.441586177198755,0,0
1979-02-07,123.85991605122884,221.94791793823242,-13.17208582560219,83.35211148620942,5.098574493894507,0,0
1979-02-08,143.59908366203308,146.36916859944662,-22.24791628519692,80.19585766133467,4.718021137505054,0,0
1979-02-09,135.72683342297873,155.14916610717773,-23.9345821380615,78.81489313241308,3.52694220616044,0,0
1979-02-10,124.9520833492279,190.20083300272623,-20.541666412353493,79.56152874482453,3.4465837388837506,0,0.0016419999673962593
1979-02-11,89.57379190127055,250.9958324432373,-14.081667327880837,83.20172210852361,3.2802083706561347,0,7.77999982237816e-4
1979-02-12,76.97937552134196,249.55416615804037,-10.500833892822243,85.71830357814143,3.9135512692135124,0,0.031753000356256965
1979-02-13,103.48646052678426,238.44541676839194,-12.923749033610003,84.56361519841323,2.7362055913891217,0,5.320000089704991e-4
1979-02-14,107.30079142252605,266.0295836130778,-8.028332773844378,90.64337028252956,4.371756986894864,0,0.01929800000274554
1979-02-15,40.75899998346964,273.9916636149089,-7.416248067220029,91.77341623575624,4.189884475176115,0,0.003674000003375113
1979-02-16,141.49670791625977,210.84166781107584,-13.966666920979796,81.54043128181223,5.509838529424049,0,0.001855000015348196
1979-02-17,155.84450022379556,146.93833255767822,-24.35166714986163,77.52201045490686,4.121571966108749,0,2.610000036656857e-4
1979-02-18,130.3104162365198,216.98291714986166,-18.716250483194965,81.99959110929059,5.028840277046648,0,0
1979-02-19,154.56737571954727,187.57708104451498,-16.675001525878884,81.6697974982505,3.878578162201019,0,0.005275999903678895
1979-02-20,151.06350088119507,216.91750144958496,-8.99499613444008,93.65405786528746,5.357416043363609,0,0
1979-02-21,99.64966764052708,274.67166264851886,-3.5329193115234148,92.78203733240717,6.328932892191677,0,0.05583200037479401
1979-02-22,82.56187502543132,254.92124938964844,-6.377086385091123,91.7454459031459,5.705371966349817,0,8.599999872967602e-4
1979-02-23,165.88087479273477,265.92791811625165,-0.30291849772133145,94.06280517300883,7.218229444384389,0.011747400045394898,0.009554000189527869
1979-02-24,171.5516262849172,186.73250007629395,-9.683752441406227,88.22589294361657,4.926985869895408,0,0
1979-02-25,175.2857920328776,173.1541665395101,-13.709586842854796,84.4725195149494,4.5975402839638955,0,0
1979-02-26,165.92499748865762,185.73416646321616,-12.215411249796526,79.94397520553876,3.2012453601986617,0,0
