time,flow,temp
2012-01-01,0.00622437547836893,10.88273915
2012-01-02,0.00620508884885414,10.86863151
2012-01-03,0.00618583424216268,10.85590061
2012-01-04,0.00616664368111788,10.84363889
2012-01-05,0.00614754918854308,10.83280208
2012-01-06,0.00612858278726159,10.82336675
2012-01-07,0.00610977650009677,10.80646615
2012-01-08,0.00609116234987192,10.78564931
2012-01-09,0.0060727723594104,10.76475347
2012-01-10,0.00605463855153552,10.74552604
2012-01-11,0.00603679294907062,10.73519878
2012-01-12,0.00601926757483902,10.72841884
2012-01-13,0.00600209445166407,10.72182856
2012-01-14,0.00598530560236909,10.71235634
2012-01-15,0.00596893304977741,10.70359201
2012-01-16,0.00595300881671236,10.69779774
2012-01-17,0.00593756492599727,10.68776953
2012-01-18,0.00592263340045548,10.67857899
2012-01-19,0.00590824626291031,10.67015972
2012-01-20,0.0058944355361851,10.66077995
2012-01-21,0.00588123324310318,10.65016059
2012-01-22,0.00586867140648787,10.6358763
2012-01-23,0.00585678204916251,10.62485634
2012-01-24,0.00584559719395043,10.61449913
2012-01-25,0.00583514886367496,10.60415104
2012-01-26,0.00582546908115943,10.59153255
2012-01-27,0.00581658986922718,10.57884245
2012-01-28,0.00580854325070152,10.56663281
2012-01-29,0.00580136124840581,10.55516102
2012-01-30,0.00579507588516335,10.54324523
2012-01-31,0.00578971918379749,10.53022873
2012-02-01,0.00578532316713156,10.51740234
2012-02-02,0.00578191177083985,10.50348958
2012-02-03,0.00577947658200051,10.49240885
2012-02-04,0.00577800110054267,10.47721137
2012-02-05,0.00577746882639545,10.46620313
2012-02-06,0.00577786325948796,10.45357639
2012-02-07,0.00577916789974932,10.43994792
2012-02-08,0.00578136624710866,10.42940451
2012-02-09,0.00578444180149509,10.4185408
2012-02-10,0.00578837806283773,10.40578819
2012-02-11,0.0057931585310657,10.393898
2012-02-12,0.00579876670610812,10.38135677
2012-02-13,0.00580518608789411,10.37027561
2012-02-14,0.00581240017635279,10.35838325
2012-02-15,0.00582039247141327,10.34640495
2012-02-16,0.00582914647300468,10.33501432
2012-02-17,0.00583864568105614,10.32246571
2012-02-18,0.00584887359549677,10.31098741
2012-02-19,0.00585981371625567,10.29965755
2012-02-20,0.00587144954326199,10.28601736
2012-02-21,0.00588376457644482,10.27435286
